area_final_m2,dormitorios,banos,cocheras,antiguedad_anios,amenities_count,latitud,longitud,dist_mar_km,area_por_dormitorio,cantidad_denuncias,count_1km_supermercados,dist_nearest_m_supermercados,count_1km_farmacias,dist_nearest_m_farmacias,count_1km_colegios,dist_nearest_m_colegios,count_1km_hospitales,dist_nearest_m_hospitales,count_1km_bancos,dist_nearest_m_bancos,count_1km_universidades,dist_nearest_m_universidades,count_1km_parqueos,dist_nearest_m_parqueos,tiene_numero_de_pisos,tiene_ascensores,tiene_cocina,tiene_centros_comerciales_cercanos,tiene_piso_en_el_que_se_encuentra,tiene_seguridad,tiene_exteriores,tiene_reposteros_en_cocina,tiene_closet,tiene_recepcion,tiene_intercomunicador,tiene_cerca_a_colegios,tiene_amueblado_a,tiene_mascotas,tiene_cerca_a_parque_a_menos_de_2_cdras,tiene_tipo_de_cochera,tiene_terraza,tiene_piscina,tiene_av_acceso_asfaltada,tiene_vista_a_la_ciudad,tiene_walk_in_closet,tiene_bano_de_servicio,tiene_cuartos_de_servicio,tiene_numero_de_departamentos,tiene_sistema_contra_incendios,tiene_acabados_de_lujo,tiene_jardines,tiene_en_condominio,tiene_vista_al_mar,tiene_vista_parque,tiene_caseta_de_guardia,tiene_frente_a_parque,tiene_portero_electrico,tiene_av_acceso_afirmada,tiene_duplex,tiene_frente_al_mar_primera_fila,tiene_jacuzzi,cocheras_informadas,es_estudio,distrito_enc,fuente_properati,fuente_urbania,tipo_propiedad_Departamento,mismatch_type_frontera,mismatch_type_ninguno,ratio_area_banos,area_x_amenities,antiguedad_sq,total_poi_1km
4.454347296253507,3.0,1.0986122886681098,0.0,1.791759469228055,0.0,-12.1411508,-77.0221186,0.8825556955681462,3.3787245258100964,4.110873864173311,11.0,5.083265985131163,30.0,4.891100725401066,58.0,4.341204640153626,10.0,5.2663105704129505,26.0,4.321480134805848,2.1972245773362196,5.22305488204749,23.0,4.794963757620747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.708955452580412,1,0,1,0,1,3.378724525810097,0.0,3.258096538021482,166.0
3.4339872044851463,1.0,0.6931471805599453,0.0,2.3978952727983707,0.0,-12.1851358,-77.00089,1.134992871872264,3.4339872044851463,2.9444389791664403,4.0,6.549936824341326,59.0,3.8628327612373745,40.0,4.855150391255861,9.0,5.888046587909494,28.0,5.793013608384144,0.6931471805599453,5.586124431187969,11.0,5.441551534633945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.324801515507087,0,0,1,1,0,2.772588722239781,0.0,4.61512051684126,152.0
4.465908118654584,3.0,1.0986122886681098,0.0,2.3978952727983707,0.0,-12.074234,-77.065306,1.0215162773016824,3.39002408106403,5.545177444479562,11.0,6.170865175474273,57.0,3.505557396986398,60.0,4.661550519424199,16.0,5.8664680569332965,36.0,5.736894826106403,2.772588722239781,5.9441108507245115,2.0,6.135564891081739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.371427769119227,1,0,1,0,1,3.39002408106403,0.0,4.61512051684126,197.0
5.5254529391317835,3.0,1.0986122886681098,1.0986122886681098,2.772588722239781,21.0,-12.1353995,-77.027611,0.44074644173139393,4.43477720005941,3.258096538021482,13.0,6.182084906716632,17.0,6.0063531596017325,42.0,5.382198850528739,17.0,5.69035945432406,24.0,4.449685283147696,2.5649493574615367,4.872904620630176,29.0,4.86830338551846,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,7.066188162597264,0,0,1,0,1,4.43477720005941,8.566173813637858,5.420534999272286,154.0
4.418840607796598,3.0,1.0986122886681098,0.0,3.044522437723423,15.0,-12.0109353,-77.0704112,2.025460963277178,3.3440389678222067,1.9459101490553132,12.0,6.0994216886130745,60.0,5.965890295988552,56.0,5.331752142634274,16.0,5.336576078665127,32.0,5.802420444553201,1.791759469228055,6.370585679876545,6.0,6.311190196268436,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.902775314162988,0,0,1,1,0,3.3440389678222067,7.115582126184454,5.993961427306569,187.0
4.127134385045092,2.0,1.0986122886681098,0.0,2.302585092994046,0.0,-12.1118501,-76.9997622,1.5926428588877921,3.449987545831587,2.5649493574615367,12.0,6.216805681965679,60.0,5.664695085948154,49.0,4.688591794127164,55.0,5.352805551832106,55.0,5.534179690270021,2.0794415416798357,6.221385082701215,17.0,5.980656348391379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.491532856219259,0,0,1,0,1,3.060270794691562,0.0,4.406719247264253,255.0
5.3981627015177525,2.0,1.3862943611198906,0.0,2.3978952727983707,0.0,-12.1148875,-77.0487984,0.8990720992039233,4.709530201312334,2.0794415416798357,6.0,6.054204576929168,9.0,6.33523154074593,13.0,5.527442989539794,18.0,5.780743515792329,6.0,6.071199515126835,1.3862943611198906,6.108358298579481,12.0,5.508983396351134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.066188162597264,1,0,1,0,1,4.02535169073515,0.0,4.61512051684126,67.0
4.875197323201151,2.0,1.0986122886681098,0.6931471805599453,2.8903717578961645,4.0,-12.105601,-76.941897,2.3966216854152167,4.189654742026425,4.499809670330265,7.0,5.79727281774354,24.0,3.9080149840306073,16.0,4.162003210695915,2.0,6.324896452316315,11.0,4.276666119016055,1.3862943611198906,5.194622130209272,2.0,6.556778356158042,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6.770664704493256,0,0,1,0,1,3.791736839553644,6.255750041753367,5.66988092298052,65.0
4.61512051684126,3.0,1.0986122886681098,0.0,2.3978952727983707,0.0,-12.1258539,-77.0086836,1.2199362572635897,3.5361166995615263,3.1354942159291497,11.0,5.731721843345443,48.0,4.074141854904581,55.0,3.459466289786131,30.0,5.72194977861165,47.0,5.403127730900382,1.0986122886681098,5.7969691893823185,8.0,6.45629858702298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.066188162597264,1,0,1,0,1,3.5361166995615263,0.0,4.61512051684126,201.0
4.912654885736052,3.0,1.3862943611198906,1.0986122886681098,1.791759469228055,9.0,-12.127623,-77.0281011,0.35663073947197466,3.828641396489095,3.5553480614894135,15.0,5.01529110563245,34.0,4.921439715291784,33.0,5.581238121898107,44.0,4.919980925828125,60.0,5.2171073111224935,3.1780538303479458,4.400603020246817,60.0,5.048573133436648,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7.066188162597264,0,0,1,0,1,3.548179572010801,7.103322062526113,3.258096538021482,269.0
