area_final_m2,dormitorios,banos,cocheras,antiguedad_anios,amenities_count,latitud,longitud,dist_mar_km,dist_centro_km,area_por_dormitorio,dist_nearest_m_supermercados,count_1km_farmacias,dist_nearest_m_farmacias,count_1km_colegios,dist_nearest_m_colegios,count_1km_hospitales,count_1km_bancos,dist_nearest_m_bancos,count_1km_universidades,dist_nearest_m_universidades,count_1km_parqueos,dist_nearest_m_parqueos,tiene_numero_de_pisos,tiene_ascensores,tiene_cocina,tiene_centros_comerciales_cercanos,tiene_piso_en_el_que_se_encuentra,tiene_seguridad,tiene_exteriores,tiene_reposteros_en_cocina,tiene_closet,tiene_recepcion,tiene_intercomunicador,tiene_cerca_a_colegios,tiene_amueblado_a,tiene_mascotas,tiene_cerca_a_parque_a_menos_de_2_cdras,tiene_tipo_de_cochera,tiene_terraza,tiene_piscina,tiene_av_acceso_asfaltada,tiene_vista_a_la_ciudad,tiene_walk_in_closet,tiene_bano_de_servicio,tiene_cuartos_de_servicio,tiene_numero_de_departamentos,tiene_sistema_contra_incendios,tiene_acabados_de_lujo,tiene_jardines,tiene_vista_al_mar,tiene_vista_parque,tiene_caseta_de_guardia,tiene_frente_a_parque,tiene_portero_electrico,tiene_duplex,tiene_frente_al_mar_primera_fila,tiene_jacuzzi,cocheras_informadas,es_estudio,estrato_nse,cat_dist_emergente,cat_dist_establecido,cat_dist_popular,count_500m_osm_supermercados,count_1km_osm_supermercados,dist_nearest_m_osm_supermercados,count_1km_osm_malls,dist_nearest_m_osm_malls,count_1km_osm_universidades,dist_nearest_m_osm_universidades,count_500m_osm_parques,count_1km_osm_parques,count_500m_osm_farmacias,count_1km_osm_farmacias,dist_nearest_m_osm_farmacias,count_500m_osm_bancos,count_1km_osm_bancos,dist_nearest_m_osm_bancos,count_1km_osm_estaciones,dist_nearest_m_osm_estaciones,n_comisarias_distrito,denuncias_patrimoniales_distrito,denuncias_violentas_distrito,distrito_enc,fuente_properati,fuente_urbania,tipo_propiedad_Departamento,mismatch_type_frontera,mismatch_type_ninguno,ratio_area_banos,area_x_amenities,es_zona_premium,antiguedad_sq,total_poi_1km
4.795790545596741,3.0,3.0,0.0,2.3978952727983707,0.0,-12.1406661,-76.9819031,1.7417034220310308,2.537032080649816,3.713572066704308,4.519612297626445,34.0,4.9459189793765646,52.0,5.580861261143694,13.0,16.0,5.8673175543650995,16.0,6.386879319362645,8.0,5.647917341814805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,1,0,0.6931471805599453,2,5.64579537516803,0.6931471805599453,6.5953472486223665,0.6931471805599453,6.84765979476957,5,33,1.0986122886681098,7,5.781797177769708,0.0,3,6.536792351283387,0.0,6.921378740223362,1.3862943611198906,6185,8.471777327885755,6.771352029707361,1,0,1,0,1,3.4339872044851463,0.0,0,4.61512051684126,155.0
3.713572066704308,1.0,1.0,0.0,0.6931471805599453,6.0,-12.0824235,-77.0460148,1.2625904070141571,1.69292442482516,3.713572066704308,4.792479284293085,60.0,5.307277107919509,60.0,4.919980925828125,60.0,43.0,5.1047326174753715,25.0,4.676560182074764,36.0,4.728272383122075,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,0,0,0.6931471805599453,2,6.175201913502236,1.791759469228055,6.664331936120228,2.1972245773362196,5.60766366000296,11,45,0.0,21,6.382215979532327,1.0986122886681098,6,5.539557285637225,0.0,8.266498545777909,0.6931471805599453,2062,6.96979066990159,6.613425959177274,0,0,1,0,1,3.044522437723423,5.484796933490655,0,0.6931471805599453,306.0
4.584967478670572,3.0,3.0,0.6931471805599453,3.044522437723423,16.0,-12.1089537,-77.0316503,0.6974603997008735,2.0749418776072917,3.506557897319982,5.549853992363464,60.0,5.301811255802292,53.0,5.363168338867653,60.0,60.0,5.544004882297141,23.0,5.186826990514674,60.0,4.31748811353631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,0,1,0,0.0,1,6.546782205340358,0.6931471805599453,6.55687580276699,1.3862943611198906,6.063787497359031,7,24,0.6931471805599453,23,5.532634892928454,0.6931471805599453,14,5.8282812528810855,0.0,8.125256995956994,1.0986122886681098,6925,7.584773077612199,7.063812272871515,0,0,1,0,1,3.228826155721369,7.347943823148687,0,5.993961427306569,333.0
4.2626798770413155,1.0,1.0,0.0,3.828641396489095,1.0,-12.0679665,-77.0944714,0.2888041215106439,2.1475746231114683,4.2626798770413155,5.091908014224992,55.0,4.648229675448539,56.0,4.72384171570559,25.0,39.0,5.119190700650601,10.0,6.215207918494159,15.0,5.1422481808981475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,0,0,0.0,0,7.259853829501721,0.0,7.275730900426618,0.6931471805599453,6.853578655494046,9,42,1.3862943611198906,7,5.817042288479866,0.0,7,6.289422982962611,0.0,9.09739586510784,1.0986122886681098,1626,7.487173694213739,6.40793525140478,0,0,1,0,1,3.58351893845611,4.2626798770413155,0,7.613818684808629,218.0
3.9318256327243257,1.0,1.0,0.6931471805599453,3.6109179126442243,15.0,-12.1057485,-77.0284023,0.8169887296920024,2.028050960266695,3.9318256327243257,6.254213353014551,43.0,4.275276264727001,48.0,5.746203190540153,59.0,39.0,4.755312844417811,21.0,5.3734248390348425,58.0,5.946205640702368,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,5,0,1,0,0.0,1,6.416567702789355,0.6931471805599453,6.451310254797701,1.3862943611198906,6.1990750308177525,3,22,1.9459101490553132,24,5.530620472193606,1.3862943611198906,11,5.780919443061764,0.0,7.99034431561691,1.0986122886681098,6925,7.584773077612199,7.063812272871515,0,0,1,0,1,3.258096538021482,6.621405651764134,0,7.167809184316444,286.0
3.9318256327243257,1.0,1.0,0.0,2.3978952727983707,0.0,-12.1627985,-76.9912622,1.5103722708002951,2.678371089257741,3.9318256327243257,5.173320876373351,60.0,5.406274508053129,47.0,5.610935924289849,11.0,14.0,5.859931157146132,6.0,5.042133961155627,4.0,6.680729200403702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,1,0,1.3862943611198906,3,6.148215605429993,0.0,6.9961247022929935,0.0,7.974026000693169,20,50,2.5649493574615367,16,3.6106973103299302,0.0,0,6.9366544346379735,0.0,7.519982682608235,1.3862943611198906,6185,8.471777327885755,6.771352029707361,1,0,1,0,1,3.258096538021482,0.0,0,4.61512051684126,149.0
3.9318256327243257,3.0,1.0,0.0,1.791759469228055,0.0,-11.930674,-77.064215,2.791599257178718,2.6701218914083413,2.8716796248840124,5.49017662782248,60.0,4.757032535297338,51.0,5.878855602725328,19.0,43.0,5.5801071132949795,5.0,6.486618001479677,19.0,5.20839265902005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,1,0.0,1,6.576449958792487,1.3862943611198906,6.465733196471013,0.6931471805599453,6.6237637070616175,12,38,0.6931471805599453,7,5.700889507476183,0.0,0,6.941025333709169,0.0,9.050368507374243,1.9459101490553132,4085,9.22029070282935,6.067160564491805,1,0,1,0,1,3.258096538021482,0.0,0,3.258096538021482,207.0
3.8501476017100584,1.0,1.0,0.6931471805599453,2.1972245773362196,19.0,-12.081503,-77.0923099,0.7345988488253679,2.1929008070463216,3.8501476017100584,5.754792395563946,55.0,5.276071757600717,60.0,4.02535169073515,22.0,35.0,5.6065370902173655,12.0,5.2327116094500425,14.0,5.474369310328396,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,0,0,0.6931471805599453,2,6.197307749357483,0.6931471805599453,6.097900742504417,0.6931471805599453,6.3650411289870386,20,48,0.6931471805599453,6,5.912992293803378,1.3862943611198906,11,5.958940650947718,0.0,9.08951657406973,1.0986122886681098,1626,7.487173694213739,6.40793525140478,0,0,1,0,1,3.1780538303479458,6.774223886357614,0,4.174387269895637,216.0
3.828641396489095,1.0,1.0,0.0,1.3862943611198906,11.0,-12.137267,-77.02088429999999,0.7936538720565536,2.410346732705459,3.828641396489095,4.100989104940769,33.0,4.59511985013459,56.0,5.653891705042736,20.0,29.0,3.7400477406883357,12.0,5.575949103146316,16.0,5.764877574016012,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,1,0,1.0986122886681098,5,5.1143154915983144,1.3862943611198906,5.996212577385052,1.0986122886681098,5.6164708315758896,16,45,0.0,6,6.287341548890367,0.0,5,6.523378273100393,0.0,7.832774409729377,1.0986122886681098,1379,6.71901315438526,6.701637437016587,0,0,1,0,1,3.1570004211501135,6.206575926724928,0,2.302585092994046,181.0
3.9318256327243257,1.0,1.0,0.0,2.302585092994046,18.0,-12.0927617,-77.0276615,1.068459548847938,1.81742592408423,3.9318256327243257,3.845883202923601,44.0,3.5779478934066544,50.0,5.085742766583061,60.0,60.0,3.4307561839036995,26.0,4.679349584162343,60.0,4.063885354737392,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,1,0,0.0,2,6.50742022290486,0.6931471805599453,6.827543571371112,1.0986122886681098,6.375392161178446,12,25,1.791759469228055,18,5.3717919984215845,2.995732273553991,33,3.9192588351349964,0.0,7.894438873821591,1.0986122886681098,2775,6.682108597449809,6.976887327623808,0,0,1,0,1,3.258096538021482,6.803505257608338,0,4.406719247264253,323.0
