id_portal,url,fuente,precio_usd,area_final_m2,dormitorios,banos,cocheras,antiguedad_anios,amenities_count,tipo_propiedad,latitud,longitud,distrito_oficial,h3_index_8,dist_mar_km,dist_centro_km,area_por_dormitorio,mismatch_type,precision_geocoding,cantidad_denuncias,count_1km_supermercados,dist_nearest_m_supermercados,count_1km_farmacias,dist_nearest_m_farmacias,count_1km_colegios,dist_nearest_m_colegios,count_1km_hospitales,dist_nearest_m_hospitales,count_1km_bancos,dist_nearest_m_bancos,count_1km_universidades,dist_nearest_m_universidades,count_1km_parqueos,dist_nearest_m_parqueos,tiene_numero_de_pisos,tiene_ascensores,tiene_cocina,tiene_centros_comerciales_cercanos,tiene_piso_en_el_que_se_encuentra,tiene_seguridad,tiene_exteriores,tiene_reposteros_en_cocina,tiene_closet,tiene_recepcion,tiene_intercomunicador,tiene_cerca_a_colegios,tiene_amueblado_a,tiene_mascotas,tiene_cerca_a_parque_a_menos_de_2_cdras,tiene_tipo_de_cochera,tiene_terraza,tiene_piscina,tiene_av_acceso_asfaltada,tiene_vista_a_la_ciudad,tiene_walk_in_closet,tiene_bano_de_servicio,tiene_cuartos_de_servicio,tiene_numero_de_departamentos,tiene_sistema_contra_incendios,tiene_acabados_de_lujo,tiene_jardines,tiene_en_condominio,tiene_vista_al_mar,tiene_vista_parque,tiene_caseta_de_guardia,tiene_frente_a_parque,tiene_cerco_de_material_noble,tiene_portero_electrico,tiene_av_acceso_afirmada,tiene_duplex,tiene_frente_al_mar_primera_fila,tiene_jacuzzi,cocheras_informadas,es_estudio,estrato_nse,categoria_distrito,cat_dist_emergente,cat_dist_establecido,cat_dist_popular,count_500m_osm_supermercados,count_1km_osm_supermercados,dist_nearest_m_osm_supermercados,count_500m_osm_malls,count_1km_osm_malls,dist_nearest_m_osm_malls,count_500m_osm_universidades,count_1km_osm_universidades,dist_nearest_m_osm_universidades,count_500m_osm_parques,count_1km_osm_parques,dist_nearest_m_osm_parques,count_500m_osm_farmacias,count_1km_osm_farmacias,dist_nearest_m_osm_farmacias,count_500m_osm_bancos,count_1km_osm_bancos,dist_nearest_m_osm_bancos,count_500m_osm_estaciones,count_1km_osm_estaciones,dist_nearest_m_osm_estaciones,n_comisarias_distrito,denuncias_otras_distrito,denuncias_patrimoniales_distrito,denuncias_violentas_distrito,log_precio,_strata,_strata2,distrito_enc,fuente_properati,fuente_urbania,tipo_propiedad_Departamento,mismatch_type_frontera,mismatch_type_ninguno,ratio_area_banos,area_x_amenities,es_zona_premium,antiguedad_sq,total_poi_1km,total_poi_osm_1km
14032-32-414d-4efa2b7e840f-19d64a4-8a84-79d5,https://www.properati.com.pe/detalle/14032-32-414d-4efa2b7e840f-19d64a4-8a84-79d5,properati,800.0,100.0,2.0,1.0,0.0,9.0,0.0,Departamento,-12.099738,-77.02049,San Isidro,888e62c097fffff,2.200415238072912,5.9945261241458745,50.0,ninguno,exacta,18,24.0,52.4,29.0,73.6,26.0,62.3,39.0,19.2,41.0,28.9,11.0,189.7,56.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,establecido,0,1,0,1,3,432.95000162572745,0,0,1151.7778848381995,1,2,478.9757737398712,6,31,234.7648406496851,7,12,295.7113340206214,8,27,158.36478399555102,0,0,2039.6915220065373,2,1664,2775,797,6.68586094706836,establecido_E5,establecido_E5,6.976887327623808,1,0,1,0,1,50.0,0.0,0,81.0,226.0,75
148948272,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-full-amoblado-y-equipado-2-148948272.html,adondevivir,1200.0,104.0,2.0,2.0,0.0,10.0,6.0,Departamento,-12.1278822,-77.0289646,Miraflores,888e62ce5bfffff,0.3644989026318231,9.060548075010471,52.0,ninguno,exacta,34,15.0,149.7,34.0,136.2,33.0,264.4,44.0,136.0,60.0,183.4,23.0,80.5,60.0,154.8,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,establecido,0,1,0,3,7,403.08712568899693,0,8,512.1242115084932,1,2,353.4888431473077,3,27,399.7941399266945,6,21,92.8128906608273,11,24,90.84507483709694,0,0,3120.166641654794,2,3949,6925,1967,7.0909098220799835,establecido_E5,establecido_E5,7.063812272871515,0,0,1,0,1,34.666666666666664,624.0,0,100.0,269.0,89
148163057,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-zona-exclusiva-y-residencial-148163057.html,adondevivir,1200.0,151.0,3.0,3.0,2.0,8.0,15.0,Departamento,-12.0973527,-76.9809964,Santiago de Surco,888e62c735fffff,6.471222874461461,7.666862789224833,50.333333333333336,frontera,cuadra,0,3.0,167.9,0.0,489.8,20.0,357.3,4.0,792.6,8.0,325.2,2.0,869.3,13.0,331.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,establecido,0,1,0,0,1,539.482096054175,0,0,1148.747414481564,0,0,1063.975192777965,7,44,161.6846075631501,0,0,1120.1496334308792,0,1,887.7622318586283,0,0,2287.250569215434,3,4435,6185,4777,7.0909098220799835,establecido_E4,establecido_E4,6.771352029707361,0,0,1,1,0,37.75,2265.0,0,64.0,50.0,46
149549579,https://www.adondevivir.com/propiedades/clasificado/alclapin-ocasion!65-m-sup2--1d-1b-full-amoblado-cochera-149549579.html,adondevivir,700.0,70.0,1.0,1.0,1.0,25.0,8.0,Departamento,-12.1189673,-77.0379943,Miraflores,888e62ce59fffff,1.5683262695062778,8.134883651968444,70.0,ninguno,exacta,35,11.0,244.2,42.0,22.8,40.0,265.6,60.0,149.1,57.0,167.9,22.0,145.7,55.0,187.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,establecido,0,1,0,2,5,248.69500071278603,1,2,112.68281998563448,0,2,529.584509389045,12,50,47.42552149758149,6,19,138.7429759097321,1,9,255.00168204896056,0,0,4192.696217594567,2,3949,6925,1967,6.55250788703459,establecido_E5,establecido_E5,7.063812272871515,0,0,1,0,1,35.0,560.0,0,625.0,287.0,87
149725730,https://www.adondevivir.com/propiedades/clasificado/alclapin-pueblo-libre-1-dormitorio-1-200-soles-149725730.html,adondevivir,347.83,30.0,1.0,1.0,0.0,10.0,0.0,Departamento,-12.0777148,-77.0565087,Pueblo Libre,888e62c0e7fffff,1.8512839533444168,4.626091527383048,30.0,ninguno,exacta,315,17.0,90.6,60.0,250.9,60.0,94.6,60.0,247.8,46.0,324.8,23.0,480.3,11.0,476.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,emergente,1,0,0,0,2,861.3832883321609,0,7,733.8176116760098,1,6,88.95248773271061,8,50,229.73622581553576,6,28,320.20753561558814,1,14,451.9776237515315,0,0,4947.221755245913,1,908,665,764,5.8545846975105595,emergente_E3,emergente_E3,6.4924380388032,0,0,1,0,1,15.0,0.0,0,100.0,277.0,107
14032-32-a78a-cb73e00c08ec-194c72b-bb68-7ac4,https://www.properati.com.pe/detalle/14032-32-a78a-cb73e00c08ec-194c72b-bb68-7ac4,properati,2200.0,271.0,3.0,3.0,0.0,10.0,0.0,Departamento,-12.128004,-76.9679066,Santiago de Surco,888e62c553fffff,6.6501749825876,11.21348881935078,90.33333333333331,ninguno,exacta,2,4.0,481.9,13.0,502.8,29.0,143.0,4.0,321.0,9.0,238.9,13.0,581.7,10.0,620.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,establecido,0,1,0,0,3,802.728603338296,0,1,828.7349641518044,0,0,1154.3476688593787,5,25,105.33943820213392,0,3,779.7327851307293,0,1,768.1366885663193,0,0,2836.6232456552707,3,4435,6185,4777,7.696667081526462,establecido_E4,establecido_E4,6.771352029707361,1,0,1,0,1,67.75,0.0,0,100.0,82.0,33
149724151,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-flat-con-vista-a-parque-interno-149724151.html,adondevivir,2300.0,151.0,2.0,2.0,3.0,8.0,13.0,Departamento,-12.0899805,-77.0501007,San Isidro,888e62c0abfffff,1.9461671395021547,5.385158134154274,75.5,ninguno,exacta,77,21.0,317.5,46.0,211.6,56.0,64.4,58.0,390.8,58.0,198.6,24.0,170.8,40.0,181.8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,establecido,0,1,0,0,1,813.6500558881738,1,1,286.15688852150396,4,11,182.6770650948657,14,39,33.79537476873643,5,15,251.84570427542064,6,15,413.57609595496115,0,0,4565.955451024008,2,1664,2775,797,7.741099090035366,establecido_E5,establecido_E5,6.976887327623808,0,0,1,0,1,50.333333333333336,1963.0,0,64.0,303.0,82
144851253,https://www.adondevivir.com/propiedades/clasificado/alclapin-espectacular-penthouse-con-una-maravillosa-vista-al-144851253.html,adondevivir,4000.0,398.57000000000016,3.0,4.0,2.0,13.0,20.0,Departamento,-12.1337057,-77.028807,Miraflores,888e62c52dfffff,0.327623244933981,9.708008293057366,155.0,ninguno,exacta,25,13.0,483.0,17.0,405.0,42.0,216.5,17.0,295.0,24.0,84.6,12.0,129.7,29.0,129.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,establecido,0,1,0,1,6,377.67466991265314,1,3,251.3505259238138,0,2,741.9707119575078,8,16,117.72982790366495,1,5,143.98248327793547,1,10,270.43829792345326,0,0,3192.9914108407834,2,3949,6925,1967,8.294299608857235,establecido_E5,establecido_E5,7.063812272871515,0,0,1,0,1,79.71400000000003,7971.400000000003,0,169.0,154.0,42
14032-32-c411-dc3694c2aaf2-19baa0f-a163-7519,https://www.properati.com.pe/detalle/14032-32-c411-dc3694c2aaf2-19baa0f-a163-7519,properati,560.0,60.0,2.0,2.0,0.0,8.0,0.0,Departamento,-12.0867995,-77.093792,San Miguel,888e62c18bfffff,1.5278504801512254,8.401557889383794,30.0,ninguno,exacta,1,14.0,156.4,54.0,31.2,48.0,123.3,9.0,512.6,24.0,72.7,6.0,443.0,8.0,115.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,emergente,1,0,0,1,1,363.64984324176606,0,1,968.847480610432,0,0,1153.4518637525043,9,36,270.8817938700779,2,3,287.6535989810809,0,1,989.3818454056196,0,0,9089.557261991642,2,1814,1626,1784,6.329720905522696,emergente_E3,emergente_E3,6.40793525140478,1,0,1,0,1,20.0,0.0,0,64.0,163.0,42
14032-32-f0c6-86d2989efde0-a801de0-b011-4750,https://www.properati.com.pe/detalle/14032-32-f0c6-86d2989efde0-a801de0-b011-4750,properati,790.0,112.0,3.0,2.0,0.0,6.0,0.0,Departamento,-12.05744,-77.0438986,Cercado de Lima,888e62c0c5fffff,4.469450230021805,2.076283504255187,37.333333333333336,frontera,exacta,186,14.0,187.9,60.0,73.6,60.0,14.1,55.0,163.0,60.0,78.1,31.0,248.8,60.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,popular,0,0,1,0,3,609.1892588026209,0,11,555.7830084966415,1,3,387.1797966868333,4,18,177.61202570650983,14,33,296.67809579810483,4,17,95.16415829123312,0,0,3368.8259447065807,0,0,0,0,6.673297967767654,popular_E2,popular_E2,6.43074684211437,1,0,1,1,0,37.333333333333336,0.0,0,36.0,340.0,85
14032-32-7e61-b7719b97ca62-19dded3-b026-773c,https://www.properati.com.pe/detalle/14032-32-7e61-b7719b97ca62-19dded3-b026-773c,properati,746.67,120.0,3.0,3.0,0.0,10.0,0.0,Departamento,-12.1406661,-76.9819031,Santiago de Surco,888e62c51dfffff,4.707056673510553,11.642094519526866,40.0,ninguno,exacta,25,16.0,90.8,34.0,139.6,52.0,264.3,13.0,159.3,16.0,352.3,16.0,593.0,8.0,282.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,establecido,0,1,0,1,2,282.0986363247892,0,1,730.6829184670714,0,1,940.6746142323436,5,33,166.19545820247745,2,7,323.3415663968328,0,3,689.0695235498551,0,0,1012.716683444634,3,4435,6185,4777,6.6169617041569175,establecido_E4,establecido_E4,6.771352029707361,1,0,1,0,1,30.0,0.0,0,100.0,155.0,47
149449392,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-departamento-de-1-dormitorio-40-149449392.html,adondevivir,538.0,40.0,1.0,1.0,0.0,1.0,6.0,Departamento,-12.0824235,-77.0460148,Jesus Maria,888e62c085fffff,2.534565602290592,4.435352766057436,40.0,ninguno,cuadra,60,22.0,119.6,60.0,200.8,60.0,136.0,60.0,172.9,43.0,163.8,25.0,106.4,36.0,112.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,emergente,1,0,0,1,2,479.680069919303,0,5,782.9395682927349,5,8,271.50682509312765,11,45,54.40061737733188,0,21,590.2364248939509,2,6,253.56527480456432,0,0,3890.299901795928,1,1613,2062,1063,6.289715570908998,emergente_E3,emergente_E3,6.613425959177274,0,0,1,0,1,20.0,240.0,0,1.0,306.0,87
149248798,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amplio-departamento-en-miraflores-149248798.html,adondevivir,985.51,97.0,3.0,3.0,1.0,20.0,16.0,Departamento,-12.1089537,-77.0316503,Miraflores,888e62c0b3fffff,1.0086450689175883,6.96408355399044,32.333333333333336,ninguno,exacta,24,17.0,256.2,60.0,199.7,53.0,212.4,60.0,110.7,60.0,254.7,23.0,177.9,60.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,establecido,0,1,0,0,1,695.9977658257252,0,1,703.0686057553435,1,3,429.00098412983795,7,24,26.326614878209412,1,23,251.80915927569612,1,14,338.7741910101685,0,0,3377.736141633677,2,3949,6925,1967,6.894173462258733,establecido_E5,establecido_E5,7.063812272871515,0,0,1,0,1,24.25,1552.0,0,400.0,333.0,66
149231873,https://www.adondevivir.com/propiedades/clasificado/alclapin--alquilo-lindo-departamento-en-primer-piso-en-san-149231873.html,adondevivir,429.0,70.0,1.0,1.0,0.0,45.0,1.0,Departamento,-12.0679665,-77.0944714,San Miguel,888e62c1c3fffff,0.3348302383885553,7.564062109642072,70.0,ninguno,exacta,0,18.0,161.7,55.0,103.4,56.0,111.6,25.0,309.3,39.0,166.2,10.0,499.3,15.0,170.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,emergente,1,0,0,0,0,1421.0486604475518,0,0,1443.8068162413565,0,1,946.2647825155268,9,42,80.58471342728171,3,7,334.9768599784511,0,7,537.8423181659249,0,0,8931.00225218436,2,1814,1626,1784,6.063785208687608,emergente_E3,emergente_E3,6.40793525140478,0,0,1,0,1,35.0,70.0,0,2025.0,218.0,57
144126952,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-frente-a-parque-tranquilo-1-dormitorio-x-600-144126952.html,adondevivir,600.0,50.0,1.0,1.0,1.0,36.0,15.0,Departamento,-12.1057485,-77.0284023,Miraflores,888e62c0bbfffff,1.2636730326234369,6.599260654570455,50.0,ninguno,exacta,29,18.0,519.2,43.0,70.9,48.0,312.0,59.0,26.3,39.0,115.2,21.0,214.6,58.0,381.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,establecido,0,1,0,0,1,610.8992854975515,0,1,632.5318373656141,1,3,491.29347414083935,3,22,71.2949184959971,6,24,251.30040785503525,3,11,323.05700544955636,0,0,2951.3133120802,2,3949,6925,1967,6.398594934535208,establecido_E5,establecido_E5,7.063812272871515,0,0,1,0,1,25.0,750.0,0,1296.0,286.0,62
14032-32-bdb7-11c27b27bb4a-c14e16db-b940-415e,https://www.properati.com.pe/detalle/14032-32-bdb7-11c27b27bb4a-c14e16db-b940-415e,properati,426.67,50.0,1.0,1.0,0.0,10.0,0.0,Departamento,-12.1627985,-76.9912622,Santiago de Surco,888e62c5edfffff,3.5284162777184345,13.561354819912408,50.0,ninguno,exacta,10,7.0,175.5,60.0,221.8,47.0,272.4,11.0,153.8,14.0,349.7,6.0,153.8,4.0,795.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,establecido,0,1,0,3,3,466.8817557920004,0,0,1091.3916024185955,0,0,2903.5274861704156,20,50,105.61710304591811,12,16,35.99183861461447,0,0,1028.3207880612676,0,0,1843.535351235404,3,4435,6185,4777,6.05835187014942,establecido_E4,establecido_E4,6.771352029707361,1,0,1,0,1,25.0,0.0,0,100.0,149.0,69
14032-32-e9f9-6111ee12b00f-19d0df3-8227-71df,https://www.properati.com.pe/detalle/14032-32-e9f9-6111ee12b00f-19d0df3-8227-71df,properati,235.0,50.0,3.0,1.0,0.0,5.0,0.0,Departamento,-11.930674,-77.064215,Comas,888e62d191fffff,15.307078171046378,13.441729408259588,16.666666666666668,ninguno,exacta,42,10.0,241.3,60.0,115.4,51.0,356.4,19.0,387.2,43.0,264.1,5.0,655.3,19.0,181.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,popular,0,0,1,0,1,716.9859199744378,0,3,641.7354420862694,0,1,751.7729891100437,12,38,84.55462072390826,1,7,298.13336402513573,0,0,1032.829692141638,0,0,8520.677647082008,6,5654,4085,10099,5.4638318050256105,popular_E2,popular_E2,6.067160564491805,1,0,1,0,1,25.0,0.0,0,25.0,207.0,50
143958855,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-equipado-y-amoblado-en-san-143958855.html,adondevivir,565.0,46.0,1.0,1.0,1.0,8.0,19.0,Departamento,-12.081503,-77.0923099,San Miguel,888e62c189fffff,1.0846455667318675,7.96117007372545,46.0,ninguno,exacta,1,18.0,314.7,55.0,194.6,60.0,55.0,22.0,198.4,35.0,271.2,12.0,186.3,14.0,237.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,emergente,1,0,0,1,2,490.4242213443978,1,1,443.92278155091446,0,1,580.1687307066715,20,48,74.76475896248121,1,6,368.8110848657934,3,11,386.1997272352349,0,0,8860.90094386744,2,1814,1626,1784,6.338594078203183,emergente_E3,emergente_E3,6.40793525140478,0,0,1,0,1,23.0,874.0,0,64.0,216.0,69
149420563,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-1-habitacion-con-balcon-en-barranco-149420563.html,adondevivir,720.0,45.0,1.0,1.0,0.0,3.0,11.0,Departamento,-12.137267,-77.02088429999999,Barranco,888e62c529fffff,1.2114620813496615,10.137822322895245,45.0,ninguno,exacta,19,15.0,59.4,33.0,98.0,56.0,284.4,20.0,139.2,29.0,41.1,12.0,263.0,16.0,317.9,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,establecido,0,1,0,2,5,165.3868487980659,1,3,400.9037280135155,1,2,273.91743922078393,16,45,137.04703493966957,0,6,536.7219198274634,0,5,679.8746850249521,0,0,2520.916506043897,2,1153,1379,827,6.580639137284949,establecido_E4,establecido_E4,6.701637437016587,0,0,1,0,1,22.5,495.0,0,9.0,181.0,66
148611089,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-mini-departamento-equipado-en-zona-148611089.html,adondevivir,850.0,50.0,1.0,1.0,0.0,9.0,18.0,Departamento,-12.0927617,-77.0276615,San Isidro,888e62c095fffff,1.9108919575748984,5.155992047115506,50.0,ninguno,exacta,78,23.0,45.8,44.0,34.8,50.0,160.7,60.0,190.2,60.0,29.9,26.0,106.7,60.0,57.2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,5,establecido,0,1,0,0,2,669.0954888522197,0,1,921.9209363158736,0,2,586.2156689822979,12,25,125.61189273651482,5,18,214.2482468203731,19,33,49.363103578917226,0,0,2681.324031939024,2,1664,2775,797,6.7464121285733745,establecido_E5,establecido_E5,6.976887327623808,0,0,1,0,1,25.0,900.0,0,81.0,323.0,81
144565589,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-corpac-san-isidro-144565589.html,adondevivir,1500.0,164.0,3.0,2.0,1.0,26.0,6.0,Departamento,-12.1078188,-77.0130231,Surquillo,888e62c569fffff,2.949680869466428,7.033742703336539,54.666666666666664,frontera,exacta,63,19.0,246.7,59.0,224.0,41.0,106.2,29.0,235.6,43.0,237.0,8.0,483.5,19.0,352.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,emergente,1,0,0,0,3,521.0498594478744,1,1,437.78965505372713,0,2,555.0006677395421,12,39,112.5380114541196,2,14,187.7000271457831,3,6,407.9568740882863,0,0,1403.0410084586615,1,1393,1585,1012,7.313886831633462,emergente_E3,emergente_E3,6.544886513504335,0,0,1,1,0,54.666666666666664,984.0,0,676.0,218.0,65
149672408,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-1-dormitorio-en-san-isidro-149672408.html,adondevivir,778.0,45.0,1.0,1.0,0.0,4.0,5.0,Departamento,-12.0946479,-77.0240633,San Isidro,888e62c095fffff,2.080221730131301,5.386568925375523,45.0,ninguno,cuadra,78,23.0,45.8,44.0,34.8,50.0,160.7,60.0,190.2,60.0,29.9,26.0,106.7,60.0,57.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,establecido,0,1,0,1,1,260.3475706842531,0,1,738.0994310364716,0,1,930.0931194822904,8,32,199.60397891197076,3,10,236.274793231633,26,32,186.77283912182068,0,0,2374.100918332994,2,1664,2775,797,6.658011045870748,establecido_E5,establecido_E5,6.976887327623808,0,0,1,0,1,22.5,225.0,0,16.0,323.0,77
149384119,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-en-alquiler-de-60-m-sup2--de-2-149384119.html,adondevivir,870.0,60.0,2.0,2.0,1.0,10.0,8.0,Departamento,-12.1270269,-77.0288519,Miraflores,888e62ce5bfffff,0.4590810792972594,8.965383878000933,30.0,ninguno,exacta,34,15.0,149.7,34.0,136.2,33.0,264.4,44.0,136.0,60.0,183.4,23.0,80.5,60.0,154.8,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,establecido,0,1,0,2,7,315.17578971184054,1,8,475.2051300025098,1,2,327.4666375090387,1,28,461.52192974757565,10,23,93.27785601858388,14,25,102.3846297352848,0,0,3105.9040795761675,2,3949,6925,1967,6.769641976852503,establecido_E5,establecido_E5,7.063812272871515,0,0,1,0,1,20.0,480.0,0,100.0,269.0,93
